UserID,Age,Gender,Daily_ScreenTime_Hours,SocialMedia_Min,Gaming_Min,Study_Min,Sleep_Hours,Device Type,Calls_Min,Messages_Sent,Battery_Drain_Percent,Record_Type,Total_Tracked_App_Min,Social_Ratio,Gaming_Ratio,Study_Ratio,Communication_Intensity,Sleep_Deficit,Usage_Intensity_Score,Usage_Level,Total_Tracked_Activity_Hours,User_Cluster,Cluster_Name
6392,22,Male,4.1,144,116,73,4.4,iPhone,100,185,35,Synthetic_Expansion,333,0.432,0.348,0.219,161.7,3.6,52.0,Moderate,7.216666666666667,1,Group B
6393,29,Female,10.76,81,37,169,9.7,Android,27,289,6,Synthetic_Expansion,287,0.282,0.129,0.589,123.3,0.0,61.3,High,5.233333333333333,2,Group C
6394,18,Male,8.64,69,117,216,7.8,Android,110,155,28,Synthetic_Expansion,402,0.172,0.291,0.537,161.7,0.2,60.1,High,8.533333333333333,3,Group D
6395,25,Male,8.55,152,72,242,6.8,Android,79,33,36,Synthetic_Expansion,466,0.326,0.155,0.519,90.0,1.2,60.8,High,9.083333333333334,3,Group D
6396,21,Male,9.94,225,128,236,4.6,iPhone,47,119,18,Synthetic_Expansion,589,0.382,0.217,0.401,86.7,3.4,75.2,High,10.6,3,Group D
6397,18,Female,8.53,226,161,57,6.4,iPhone,13,126,23,Synthetic_Expansion,444,0.509,0.363,0.128,55.0,1.6,74.2,High,7.616666666666666,1,Group B
6398,34,Female,3.71,23,133,182,8.3,iPhone,61,179,20,Synthetic_Expansion,338,0.068,0.393,0.538,120.7,0.0,37.9,Moderate,6.65,0,Group A
6399,20,Male,11.4,196,31,73,9.6,Android,27,104,16,Synthetic_Expansion,300,0.653,0.103,0.243,61.7,0.0,69.1,High,5.45,2,Group C
6400,35,Male,4.35,126,179,18,7.1,iPhone,64,20,35,Synthetic_Expansion,323,0.39,0.554,0.056,70.7,0.9,51.1,Moderate,6.45,1,Group B
6401,40,Female,3.18,125,122,145,9.9,iPhone,9,217,13,Synthetic_Expansion,392,0.319,0.311,0.37,81.3,0.0,43.0,Moderate,6.683333333333334,0,Group A
6402,24,Male,8.18,193,94,176,6.4,Android,10,265,34,Synthetic_Expansion,463,0.417,0.203,0.38,98.3,1.6,71.9,High,7.883333333333334,3,Group D
6403,39,Male,10.84,61,70,170,4.4,iPhone,33,295,33,Synthetic_Expansion,301,0.203,0.233,0.565,131.3,3.6,69.6,High,5.566666666666666,2,Group C
6404,33,Female,1.41,62,156,6,7.6,Android,6,127,7,Synthetic_Expansion,224,0.277,0.696,0.027,48.3,0.4,29.4,Low,3.8333333333333335,1,Group B
6405,30,Female,2.36,124,166,127,7.3,iPhone,66,163,26,Synthetic_Expansion,417,0.297,0.398,0.305,120.3,0.7,45.0,Moderate,8.05,1,Group B
6406,33,Female,2.21,57,187,221,9.5,iPhone,57,103,13,Synthetic_Expansion,465,0.123,0.402,0.475,91.3,0.0,35.3,Moderate,8.7,0,Group A
6407,18,Male,10.39,172,19,285,8.7,Android,39,177,24,Synthetic_Expansion,476,0.361,0.04,0.599,98.0,0.0,66.8,High,8.583333333333334,2,Group C
6408,35,Male,7.22,121,58,220,9.7,Android,9,179,11,Synthetic_Expansion,399,0.303,0.145,0.551,68.7,0.0,50.7,Moderate,6.8,2,Group C
6409,35,Female,8.99,164,43,78,4.8,Android,10,297,34,Synthetic_Expansion,285,0.575,0.151,0.274,109.0,3.2,69.4,High,4.916666666666667,2,Group C
6410,40,Female,7.43,182,75,37,9.4,iPhone,27,256,24,Synthetic_Expansion,294,0.619,0.255,0.126,112.3,0.0,63.8,High,5.35,1,Group B
6411,18,Male,7.36,176,145,5,4.7,Android,76,94,37,Synthetic_Expansion,326,0.54,0.445,0.015,107.3,3.3,66.7,High,6.7,1,Group B
6412,30,Female,8.21,226,18,201,6.6,iPhone,76,151,26,Synthetic_Expansion,445,0.508,0.04,0.452,126.3,1.4,62.7,High,8.683333333333334,2,Group C
6413,18,Male,11.39,66,188,134,6.0,iPhone,70,220,33,Synthetic_Expansion,388,0.17,0.485,0.345,143.3,2.0,79.5,High,7.633333333333334,3,Group D
6414,35,Female,6.03,97,139,75,7.3,Android,11,229,26,Synthetic_Expansion,311,0.312,0.447,0.241,87.3,0.7,56.4,Moderate,5.366666666666666,1,Group B
6415,30,Male,11.14,229,132,246,8.0,Android,59,179,28,Synthetic_Expansion,607,0.377,0.217,0.405,118.7,0.0,84.8,High,11.1,3,Group D
6416,31,Female,9.5,147,125,204,5.3,Android,67,168,13,Synthetic_Expansion,476,0.309,0.263,0.429,123.0,2.7,67.1,High,9.05,3,Group D
6417,42,Male,4.41,217,23,0,4.3,Android,82,158,39,Synthetic_Expansion,240,0.904,0.096,0.0,134.7,3.7,51.6,Moderate,5.366666666666666,1,Group B
6418,22,Female,8.45,11,21,171,5.3,Android,75,62,36,Synthetic_Expansion,203,0.054,0.103,0.842,95.7,2.7,45.4,Moderate,4.633333333333334,2,Group C
6419,38,Male,4.78,121,84,202,4.6,Android,0,146,15,Synthetic_Expansion,407,0.297,0.206,0.496,48.7,3.4,43.6,Moderate,6.783333333333333,0,Group A
6420,18,Female,7.0,48,119,68,9.9,iPhone,95,124,7,Synthetic_Expansion,235,0.204,0.506,0.289,136.3,0.0,46.1,Moderate,5.5,1,Group B
6421,26,Male,10.25,118,28,17,6.3,Android,23,176,5,Synthetic_Expansion,163,0.724,0.172,0.104,81.7,1.7,57.7,Moderate,3.1,2,Group C
6422,35,Male,4.23,17,105,220,5.5,Android,89,30,5,Synthetic_Expansion,342,0.05,0.307,0.643,99.0,2.5,28.3,Low,7.183333333333334,0,Group A
6423,27,Male,2.6,25,128,224,9.5,Android,61,193,6,Synthetic_Expansion,377,0.066,0.34,0.594,125.3,0.0,30.4,Low,7.3,0,Group A
6424,18,Female,11.43,163,151,134,9.6,iPhone,45,266,21,Synthetic_Expansion,448,0.364,0.337,0.299,133.7,0.0,83.1,High,8.216666666666667,3,Group D
6425,26,Female,8.38,113,141,74,5.1,Android,53,225,27,Synthetic_Expansion,328,0.345,0.43,0.226,128.0,2.9,66.8,High,6.35,1,Group B
6426,26,Female,10.12,169,56,63,6.6,Android,33,78,32,Synthetic_Expansion,288,0.587,0.194,0.219,59.0,1.4,67.3,High,5.35,2,Group C
6427,41,Male,4.06,66,24,41,8.3,iPhone,5,66,11,Synthetic_Expansion,131,0.504,0.183,0.313,27.0,0.0,27.7,Low,2.2666666666666666,1,Group B
6428,34,Male,8.01,102,174,242,7.4,Android,61,144,26,Synthetic_Expansion,518,0.197,0.336,0.467,109.0,0.6,64.3,High,9.65,3,Group D
6429,18,Female,10.97,109,86,142,7.9,Android,31,78,6,Synthetic_Expansion,337,0.323,0.255,0.421,57.0,0.1,61.5,High,6.133333333333334,3,Group D
6430,31,Male,6.01,61,23,59,6.3,iPhone,9,26,18,Synthetic_Expansion,143,0.427,0.161,0.413,17.7,1.7,34.9,Moderate,2.533333333333333,2,Group C
6431,43,Female,11.68,200,116,5,10.1,iPhone,62,24,38,Synthetic_Expansion,321,0.623,0.361,0.016,70.0,0.0,80.4,High,6.383333333333334,1,Group B
6432,27,Male,10.96,129,158,179,8.5,iPhone,97,173,25,Synthetic_Expansion,466,0.277,0.339,0.384,154.7,0.0,77.0,High,9.383333333333333,3,Group D
6433,30,Female,3.18,64,77,237,7.6,Android,71,163,13,Synthetic_Expansion,378,0.169,0.204,0.627,125.3,0.4,32.4,Moderate,7.483333333333333,0,Group A
6434,19,Female,6.92,124,145,175,8.7,iPhone,2,103,26,Synthetic_Expansion,444,0.279,0.327,0.394,36.3,0.0,58.3,High,7.433333333333334,3,Group D
6435,33,Female,7.77,189,140,285,9.6,iPhone,14,297,38,Synthetic_Expansion,614,0.308,0.228,0.464,113.0,0.0,76.0,High,10.466666666666669,3,Group D
6436,18,Female,4.08,121,97,51,5.7,Android,69,127,34,Synthetic_Expansion,269,0.45,0.361,0.19,111.3,2.3,46.2,Moderate,5.633333333333334,1,Group B
6437,43,Female,2.28,230,171,8,5.0,Android,56,60,33,Synthetic_Expansion,409,0.562,0.418,0.02,76.0,3.0,52.2,Moderate,7.75,1,Group B
6438,39,Female,5.24,113,60,189,9.7,iPhone,0,148,17,Synthetic_Expansion,362,0.312,0.166,0.522,49.3,0.0,43.2,Moderate,6.033333333333333,0,Group A
6439,28,Male,6.83,183,33,280,4.5,iPhone,80,130,27,Synthetic_Expansion,496,0.369,0.067,0.565,123.3,3.5,54.7,Moderate,9.6,2,Group C
6440,38,Male,3.41,183,175,149,6.8,Android,103,236,6,Synthetic_Expansion,507,0.361,0.345,0.294,181.7,1.2,52.0,Moderate,10.166666666666666,1,Group B
6441,35,Female,10.82,165,158,1,4.1,Android,110,111,31,Synthetic_Expansion,324,0.509,0.488,0.003,147.0,3.9,78.9,High,7.233333333333333,1,Group B
6442,18,Male,11.15,161,126,52,6.4,Android,69,105,24,Synthetic_Expansion,339,0.475,0.372,0.153,104.0,1.6,75.2,High,6.8,3,Group D
6443,29,Female,10.76,176,169,134,8.9,Android,4,224,26,Synthetic_Expansion,479,0.367,0.353,0.28,78.7,0.0,83.1,High,8.05,3,Group D
6444,44,Female,3.9,36,44,28,7.0,Android,7,158,27,Synthetic_Expansion,108,0.333,0.407,0.259,59.7,1.0,33.3,Moderate,1.9166666666666667,1,Group B
6445,40,Female,7.81,164,94,265,4.5,Android,6,161,26,Synthetic_Expansion,523,0.314,0.18,0.507,59.7,3.5,62.7,High,8.816666666666666,3,Group D
6446,19,Female,8.54,29,70,188,8.3,iPhone,21,281,35,Synthetic_Expansion,287,0.101,0.244,0.655,114.7,0.0,58.4,High,5.133333333333334,0,Group A
6447,42,Female,11.61,224,150,37,5.6,iPhone,100,23,36,Synthetic_Expansion,411,0.545,0.365,0.09,107.7,2.4,84.5,High,8.516666666666667,3,Group D
6448,21,Male,3.86,167,91,165,5.7,iPhone,3,10,36,Synthetic_Expansion,423,0.395,0.215,0.39,6.3,2.3,45.3,Moderate,7.1,0,Group A
6449,24,Female,4.23,182,102,50,8.6,Android,74,155,18,Synthetic_Expansion,334,0.545,0.305,0.15,125.7,0.0,49.2,Moderate,6.8,1,Group B
6450,32,Female,9.98,190,151,40,6.8,Android,73,127,36,Synthetic_Expansion,381,0.499,0.396,0.105,115.3,1.2,79.1,High,7.566666666666666,1,Group B
6451,42,Female,8.21,160,133,57,8.5,iPhone,7,211,16,Synthetic_Expansion,350,0.457,0.38,0.163,77.3,0.0,66.2,High,5.95,1,Group B
6452,20,Female,10.38,188,37,166,6.8,Android,79,131,37,Synthetic_Expansion,391,0.481,0.095,0.425,122.7,1.2,71.3,High,7.833333333333333,2,Group C
6453,18,Female,1.83,67,0,145,5.2,iPhone,65,120,28,Synthetic_Expansion,212,0.316,0.0,0.684,105.0,2.8,23.4,Low,4.616666666666666,0,Group A
6454,19,Female,7.13,168,11,180,4.1,iPhone,70,181,33,Synthetic_Expansion,359,0.468,0.031,0.501,130.3,3.9,55.9,Moderate,7.15,2,Group C
6455,22,Female,8.7,53,161,214,5.1,Android,106,183,13,Synthetic_Expansion,428,0.124,0.376,0.5,167.0,2.9,59.8,High,8.9,3,Group D
6456,41,Male,11.68,113,143,126,7.4,iPhone,86,223,5,Synthetic_Expansion,382,0.296,0.374,0.33,160.3,0.6,73.8,High,7.8,3,Group D
6457,20,Male,10.88,69,155,59,8.4,iPhone,45,205,29,Synthetic_Expansion,283,0.244,0.548,0.208,113.3,0.0,73.6,High,5.466666666666667,3,Group D
6458,18,Female,11.53,63,182,10,8.6,Android,0,304,7,Synthetic_Expansion,255,0.247,0.714,0.039,101.3,0.0,75.5,High,4.25,1,Group B
6459,19,Male,6.46,223,160,163,7.3,iPhone,77,145,23,Synthetic_Expansion,546,0.408,0.293,0.299,125.3,0.7,66.7,High,10.383333333333333,3,Group D
6460,27,Male,9.68,172,164,70,5.6,iPhone,57,158,36,Synthetic_Expansion,406,0.424,0.404,0.172,109.7,2.4,78.6,High,7.716666666666667,3,Group D
6461,18,Female,11.45,138,161,292,9.0,Android,61,299,15,Synthetic_Expansion,591,0.234,0.272,0.494,160.7,0.0,81.6,High,10.866666666666667,3,Group D
6462,33,Male,5.93,95,149,119,7.0,iPhone,61,157,36,Synthetic_Expansion,363,0.262,0.41,0.328,113.3,1.0,56.8,Moderate,7.066666666666666,1,Group B
6463,19,Female,9.53,229,162,151,4.3,iPhone,55,296,25,Synthetic_Expansion,542,0.423,0.299,0.279,153.7,3.7,84.4,High,9.95,3,Group D
6464,27,Male,8.59,160,98,198,7.1,iPhone,1,10,24,Synthetic_Expansion,456,0.351,0.215,0.434,4.3,0.9,60.0,High,7.616666666666666,3,Group D
6465,18,Male,8.76,142,113,212,5.2,iPhone,41,135,37,Synthetic_Expansion,467,0.304,0.242,0.454,86.0,2.8,67.9,High,8.466666666666667,3,Group D
6466,30,Female,9.04,191,51,149,5.8,Android,83,112,12,Synthetic_Expansion,391,0.488,0.13,0.381,120.3,2.2,60.8,High,7.9,2,Group C
6467,40,Female,9.94,54,113,186,9.5,iPhone,57,181,29,Synthetic_Expansion,353,0.153,0.32,0.527,117.3,0.0,64.5,High,6.833333333333333,3,Group D
6468,41,Male,9.11,153,64,77,5.5,iPhone,94,179,18,Synthetic_Expansion,294,0.52,0.218,0.262,153.7,2.5,62.7,High,6.466666666666667,2,Group C
6469,39,Male,4.54,73,132,236,7.9,Android,114,9,34,Synthetic_Expansion,441,0.166,0.299,0.535,117.0,0.1,42.9,Moderate,9.25,0,Group A
6470,20,Male,4.38,68,68,91,5.0,Android,3,135,26,Synthetic_Expansion,227,0.3,0.3,0.401,48.0,3.0,38.8,Moderate,3.8333333333333335,0,Group A
6471,37,Female,10.96,192,156,30,8.4,Android,62,33,35,Synthetic_Expansion,378,0.508,0.413,0.079,73.0,0.0,80.0,High,7.333333333333333,3,Group D
6472,20,Female,3.2,225,115,50,6.2,iPhone,115,69,27,Synthetic_Expansion,390,0.577,0.295,0.128,138.0,1.8,49.4,Moderate,8.416666666666666,1,Group B
6473,27,Female,11.79,52,4,120,4.8,Android,61,111,37,Synthetic_Expansion,176,0.295,0.023,0.682,98.0,3.2,61.8,High,3.95,2,Group C
6474,29,Male,4.4,104,125,230,7.7,iPhone,75,86,32,Synthetic_Expansion,459,0.227,0.272,0.501,103.7,0.3,46.4,Moderate,8.9,0,Group A
6475,18,Male,10.18,224,0,160,6.4,Android,85,101,20,Synthetic_Expansion,384,0.583,0.0,0.417,118.7,1.6,65.2,High,7.816666666666666,2,Group C
6476,32,Male,8.3,103,130,260,6.7,iPhone,59,202,10,Synthetic_Expansion,493,0.209,0.264,0.527,126.3,1.3,59.8,High,9.2,3,Group D
6477,20,Male,2.95,238,176,65,8.5,iPhone,93,97,29,Synthetic_Expansion,479,0.497,0.367,0.136,125.3,0.0,56.0,Moderate,9.533333333333331,1,Group B
6478,42,Female,5.25,113,161,68,6.3,iPhone,78,305,31,Synthetic_Expansion,342,0.33,0.471,0.199,179.7,1.7,60.4,High,7.0,1,Group B
6479,36,Female,8.34,35,115,164,7.0,iPhone,49,234,38,Synthetic_Expansion,314,0.111,0.366,0.522,127.0,1.0,61.1,High,6.05,0,Group A
6480,19,Male,10.03,102,130,242,6.9,iPhone,28,144,26,Synthetic_Expansion,474,0.215,0.274,0.511,76.0,1.1,68.2,High,8.366666666666667,3,Group D
6481,35,Male,11.72,182,36,255,7.7,Android,43,45,26,Synthetic_Expansion,473,0.385,0.076,0.539,58.0,0.3,70.1,High,8.6,2,Group C
6482,42,Female,7.14,197,135,170,4.1,Android,41,29,38,Synthetic_Expansion,502,0.392,0.269,0.339,50.7,3.9,64.9,High,9.05,3,Group D
6483,37,Male,4.85,66,139,137,5.0,Android,10,165,14,Synthetic_Expansion,342,0.193,0.406,0.401,65.0,3.0,44.3,Moderate,5.866666666666666,0,Group A
6484,41,Male,6.98,30,96,44,6.5,iPhone,105,136,18,Synthetic_Expansion,170,0.176,0.565,0.259,150.3,1.5,45.7,Moderate,4.583333333333333,1,Group B
6485,35,Male,7.59,182,147,24,4.3,iPhone,57,212,36,Synthetic_Expansion,353,0.516,0.416,0.068,127.7,3.7,71.9,High,6.833333333333333,1,Group B
6486,18,Male,4.06,196,150,131,8.3,iPhone,96,251,16,Synthetic_Expansion,477,0.411,0.314,0.275,179.7,0.0,56.4,Moderate,9.55,1,Group B
6487,33,Male,11.07,106,151,83,5.1,Android,86,231,37,Synthetic_Expansion,340,0.312,0.444,0.244,163.0,2.9,79.9,High,7.1,3,Group D
6488,18,Male,11.51,220,151,95,9.3,Android,64,61,33,Synthetic_Expansion,466,0.472,0.324,0.204,84.3,0.0,84.4,High,8.833333333333334,3,Group D
6489,19,Female,5.47,237,94,206,5.2,Android,76,125,5,Synthetic_Expansion,537,0.441,0.175,0.384,117.7,2.8,53.5,Moderate,10.216666666666669,3,Group D
6490,19,Male,8.52,192,77,260,8.1,iPhone,12,295,5,Synthetic_Expansion,529,0.363,0.146,0.491,110.3,0.0,65.4,High,9.016666666666667,3,Group D
6491,34,Male,7.0,128,173,123,6.3,iPhone,36,254,14,Synthetic_Expansion,424,0.302,0.408,0.29,120.7,1.7,63.3,High,7.666666666666667,3,Group D
6492,34,Female,5.8,52,18,165,5.8,iPhone,75,17,26,Synthetic_Expansion,235,0.221,0.077,0.702,80.7,2.2,34.7,Moderate,5.166666666666667,0,Group A
6493,40,Female,2.3,227,128,104,7.2,Android,42,296,25,Synthetic_Expansion,459,0.495,0.279,0.227,140.7,0.8,54.3,Moderate,8.35,1,Group B
6494,33,Female,8.38,133,29,173,8.6,Android,51,20,37,Synthetic_Expansion,335,0.397,0.087,0.516,57.7,0.0,54.8,Moderate,6.433333333333334,2,Group C
6495,32,Male,6.76,204,64,0,6.5,iPhone,83,156,27,Synthetic_Expansion,268,0.761,0.239,0.0,135.0,1.5,59.6,High,5.85,1,Group B
6496,27,Female,7.97,186,142,195,9.8,Android,101,105,19,Synthetic_Expansion,523,0.356,0.272,0.373,136.0,0.0,65.5,High,10.4,3,Group D
6497,38,Male,2.36,181,48,74,6.1,iPhone,5,296,15,Synthetic_Expansion,303,0.597,0.158,0.244,103.7,1.9,41.6,Moderate,5.133333333333334,1,Group B
6498,42,Male,3.09,79,168,51,7.5,iPhone,89,105,36,Synthetic_Expansion,298,0.265,0.564,0.171,124.0,0.5,44.7,Moderate,6.45,1,Group B
6499,37,Female,3.01,163,144,76,6.6,iPhone,78,45,26,Synthetic_Expansion,383,0.426,0.376,0.198,93.0,1.4,44.9,Moderate,7.683333333333334,1,Group B
6500,22,Female,10.86,64,172,75,5.4,iPhone,101,204,32,Synthetic_Expansion,311,0.206,0.553,0.241,169.0,2.6,75.2,High,6.866666666666666,3,Group D
6501,28,Male,3.93,125,32,284,7.3,iPhone,28,104,5,Synthetic_Expansion,441,0.283,0.073,0.644,62.7,0.7,32.5,Moderate,7.816666666666666,0,Group A
6502,37,Male,5.83,132,170,7,6.9,iPhone,7,158,28,Synthetic_Expansion,309,0.427,0.55,0.023,59.7,1.1,59.3,High,5.266666666666667,1,Group B
6503,18,Female,6.46,204,93,240,9.8,iPhone,52,2,20,Synthetic_Expansion,537,0.38,0.173,0.447,52.7,0.0,54.0,Moderate,9.816666666666666,3,Group D
6504,18,Male,4.56,24,127,98,7.1,Android,73,95,32,Synthetic_Expansion,249,0.096,0.51,0.394,104.7,0.9,40.8,Moderate,5.366666666666666,0,Group A
6505,18,Female,2.06,208,48,138,5.8,Android,8,75,26,Synthetic_Expansion,394,0.528,0.122,0.35,33.0,2.2,38.1,Moderate,6.7,1,Group B
6506,24,Male,11.16,107,121,87,8.5,iPhone,4,230,28,Synthetic_Expansion,315,0.34,0.384,0.276,80.7,0.0,75.5,High,5.316666666666666,3,Group D
6507,19,Male,7.34,188,45,71,4.6,iPhone,121,108,15,Synthetic_Expansion,304,0.618,0.148,0.234,157.0,3.4,54.3,Moderate,7.083333333333333,2,Group C
6508,18,Female,3.76,133,83,226,8.7,Android,38,153,36,Synthetic_Expansion,442,0.301,0.188,0.511,89.0,0.0,46.2,Moderate,8.0,0,Group A
6509,39,Female,8.54,103,132,180,7.8,iPhone,102,211,6,Synthetic_Expansion,415,0.248,0.318,0.434,172.3,0.2,60.1,High,8.616666666666667,3,Group D
6510,28,Male,4.14,195,11,117,6.2,iPhone,4,154,34,Synthetic_Expansion,323,0.604,0.034,0.362,55.3,1.8,46.3,Moderate,5.45,2,Group C
6511,23,Female,7.82,162,25,175,6.4,Android,56,14,10,Synthetic_Expansion,362,0.448,0.069,0.483,60.7,1.6,47.9,Moderate,6.966666666666667,2,Group C
6512,42,Female,7.99,110,124,15,7.2,Android,42,52,9,Synthetic_Expansion,249,0.442,0.498,0.06,59.3,0.8,53.4,Moderate,4.85,1,Group B
6513,41,Male,5.09,190,111,184,7.8,Android,31,65,33,Synthetic_Expansion,485,0.392,0.229,0.379,52.7,0.2,54.6,Moderate,8.6,3,Group D
6514,41,Male,12.22,202,36,121,4.3,Android,43,24,35,Synthetic_Expansion,359,0.563,0.1,0.337,51.0,3.7,75.2,High,6.7,2,Group C
6515,40,Female,11.65,241,67,149,7.1,iPhone,26,297,5,Synthetic_Expansion,457,0.527,0.147,0.326,125.0,0.9,80.5,High,8.05,2,Group C
6516,42,Female,3.88,102,5,183,6.1,Android,3,260,33,Synthetic_Expansion,290,0.352,0.017,0.631,89.7,1.9,40.4,Moderate,4.883333333333334,0,Group A
6517,23,Female,1.81,111,155,32,8.5,Android,7,179,12,Synthetic_Expansion,298,0.372,0.52,0.107,66.7,0.0,37.9,Moderate,5.083333333333333,1,Group B
6518,33,Female,9.0,227,105,31,8.5,iPhone,38,121,22,Synthetic_Expansion,363,0.625,0.289,0.085,78.3,0.0,71.0,High,6.683333333333334,1,Group B
6519,36,Female,4.09,137,99,221,8.8,Android,0,127,16,Synthetic_Expansion,457,0.3,0.217,0.484,42.3,0.0,43.2,Moderate,7.616666666666666,0,Group A
6520,25,Female,5.15,87,150,167,6.5,iPhone,14,292,34,Synthetic_Expansion,404,0.215,0.371,0.413,111.3,1.5,57.3,Moderate,6.966666666666667,0,Group A
6521,41,Male,3.77,229,100,36,9.8,Android,73,142,21,Synthetic_Expansion,365,0.627,0.274,0.099,120.3,0.0,51.5,Moderate,7.3,1,Group B
6522,41,Male,8.36,32,88,185,6.3,iPhone,3,166,36,Synthetic_Expansion,305,0.105,0.289,0.607,58.3,1.7,55.9,Moderate,5.133333333333334,0,Group A
6523,43,Female,2.6,28,98,55,5.6,Android,70,218,15,Synthetic_Expansion,181,0.155,0.541,0.304,142.7,2.4,31.3,Low,4.183333333333334,1,Group B
6524,18,Male,3.43,18,97,227,8.9,Android,4,169,23,Synthetic_Expansion,342,0.053,0.284,0.664,60.3,0.0,33.8,Moderate,5.766666666666667,0,Group A
6525,18,Male,8.36,184,83,57,6.9,Android,4,224,34,Synthetic_Expansion,324,0.568,0.256,0.176,78.7,1.1,69.6,High,5.466666666666667,1,Group B
6526,27,Male,11.55,87,45,131,9.4,Android,19,300,13,Synthetic_Expansion,263,0.331,0.171,0.498,119.0,0.0,67.6,High,4.7,2,Group C
6527,20,Male,11.45,163,60,256,9.2,iPhone,32,280,13,Synthetic_Expansion,479,0.34,0.125,0.534,125.3,0.0,74.1,High,8.516666666666667,2,Group C
6528,18,Male,4.66,64,99,153,8.8,iPhone,73,139,23,Synthetic_Expansion,316,0.203,0.313,0.484,119.3,0.0,41.4,Moderate,6.483333333333333,0,Group A
6529,24,Male,4.7,70,77,265,9.5,Android,11,210,20,Synthetic_Expansion,412,0.17,0.187,0.643,81.0,0.0,41.9,Moderate,7.05,0,Group A
6530,22,Male,11.55,61,142,148,5.2,Android,49,297,39,Synthetic_Expansion,351,0.174,0.405,0.422,148.0,2.8,79.9,High,6.666666666666667,3,Group D
6531,20,Female,6.09,110,104,286,6.3,iPhone,9,126,20,Synthetic_Expansion,500,0.22,0.208,0.572,51.0,1.7,49.9,Moderate,8.483333333333333,0,Group A
6532,39,Male,8.21,194,158,78,6.1,iPhone,80,112,27,Synthetic_Expansion,430,0.451,0.367,0.181,117.3,1.9,70.6,High,8.5,1,Group B
6533,40,Male,8.78,223,84,146,7.2,Android,64,110,8,Synthetic_Expansion,453,0.492,0.185,0.322,100.7,0.8,64.2,High,8.616666666666667,2,Group C
6534,40,Male,2.01,35,146,62,7.1,Android,24,229,34,Synthetic_Expansion,243,0.144,0.601,0.255,100.3,0.9,38.8,Moderate,4.45,1,Group B
6535,18,Female,6.85,165,1,240,7.1,Android,64,108,6,Synthetic_Expansion,406,0.406,0.002,0.591,100.0,0.9,44.6,Moderate,7.833333333333333,2,Group C
6536,24,Female,4.0,115,162,19,9.1,Android,122,292,36,Synthetic_Expansion,296,0.389,0.547,0.064,219.3,0.0,56.8,Moderate,6.966666666666667,1,Group B
6537,30,Female,8.83,17,127,220,4.2,iPhone,22,149,9,Synthetic_Expansion,364,0.047,0.349,0.604,71.7,3.8,52.3,Moderate,6.433333333333334,0,Group A
6538,42,Female,9.65,194,136,55,7.1,iPhone,13,9,28,Synthetic_Expansion,385,0.504,0.353,0.143,16.0,0.9,71.0,High,6.633333333333334,1,Group B
6539,42,Male,11.57,134,93,22,8.0,iPhone,74,139,6,Synthetic_Expansion,249,0.538,0.373,0.088,120.3,0.0,68.4,High,5.383333333333334,2,Group C
6540,18,Male,5.01,25,120,248,5.5,Android,55,69,35,Synthetic_Expansion,393,0.064,0.305,0.631,78.0,2.5,41.9,Moderate,7.466666666666667,0,Group A
6541,44,Female,8.05,219,163,31,7.0,iPhone,11,166,21,Synthetic_Expansion,413,0.53,0.395,0.075,66.3,1.0,72.8,High,7.066666666666666,1,Group B
6542,42,Female,3.61,35,21,230,5.9,Android,6,252,7,Synthetic_Expansion,286,0.122,0.073,0.804,90.0,2.1,28.4,Low,4.866666666666666,0,Group A
6543,24,Male,3.93,35,5,228,7.7,Android,42,161,5,Synthetic_Expansion,268,0.131,0.019,0.851,95.7,0.3,24.7,Low,5.166666666666667,0,Group A
6544,36,Female,8.95,188,124,215,6.0,Android,61,40,33,Synthetic_Expansion,527,0.357,0.235,0.408,74.3,2.0,69.1,High,9.8,3,Group D
6545,22,Male,3.87,81,33,154,8.3,Android,5,157,32,Synthetic_Expansion,268,0.302,0.123,0.575,57.3,0.0,37.2,Moderate,4.55,0,Group A
6546,18,Male,11.44,98,33,231,6.4,Android,41,83,36,Synthetic_Expansion,362,0.271,0.091,0.638,68.7,1.6,65.6,High,6.716666666666667,2,Group C
6547,44,Male,8.85,126,57,200,4.9,Android,85,96,12,Synthetic_Expansion,383,0.329,0.149,0.522,117.0,3.1,54.6,Moderate,7.8,2,Group C
6548,23,Female,4.19,226,83,109,5.2,iPhone,8,208,26,Synthetic_Expansion,418,0.541,0.199,0.261,77.3,2.8,54.9,Moderate,7.1,1,Group B
6549,44,Female,11.38,120,142,66,4.3,Android,8,53,37,Synthetic_Expansion,328,0.366,0.433,0.201,25.7,3.7,75.5,High,5.6,3,Group D
6550,33,Male,8.65,182,76,97,9.9,iPhone,61,16,5,Synthetic_Expansion,355,0.513,0.214,0.273,66.3,0.0,55.7,Moderate,6.933333333333334,2,Group C
6551,37,Male,4.44,112,18,46,7.1,Android,26,34,25,Synthetic_Expansion,176,0.636,0.102,0.261,37.3,0.9,34.9,Moderate,3.3666666666666667,2,Group C
6552,28,Female,6.82,33,154,54,6.7,Android,11,283,36,Synthetic_Expansion,241,0.137,0.639,0.224,105.3,1.3,59.6,High,4.2,1,Group B
6553,25,Male,8.1,228,154,264,8.9,iPhone,10,215,37,Synthetic_Expansion,646,0.353,0.238,0.409,81.7,0.0,78.6,High,10.933333333333334,3,Group D
